 Two-body FMO properties.
 ========================

 DL: D=C dynamically correlated (MP2,CI), D=N not dynamically correlated
 (RHF,DFT). D=S separated dimer: semiclassical interaction (ES), D=M MCSCF.
 L stands for layer, Z is the monomer charge product, R is the interfragment
  110   58 S1  0   8.10  0.0000    -0.031    0.000    -0.051    -0.031    0.000    0.000    0.000   -0.020
  110   59 S1  0   8.67  0.0000     0.008    0.000     0.004     0.008    0.000    0.000    0.000   -0.004
  110   60 S1  0   8.70  0.0000     0.539    0.000    -0.902     0.539    0.000    0.000    0.000   -1.441
  110   61 S1  0   8.88  0.0000    -0.034    0.000     0.013    -0.034    0.000    0.000    0.000    0.048
  110   62 S1  0   9.11  0.0000    -0.004    0.000    -0.014    -0.004    0.000    0.000    0.000   -0.010
  110   63 S1  0   9.04  0.0000     0.042    0.000     0.000     0.042    0.000    0.000    0.000   -0.042
  110   64 S1  0   8.11  0.0000    -0.017    0.000     0.019    -0.017    0.000    0.000    0.000    0.036
  110   65 S1  0   8.77  0.0000     0.261    0.000    -1.020     0.261    0.000    0.000    0.000   -1.281
  110   66 S1  0   7.15  0.0000    -0.037    0.000     0.051    -0.037    0.000    0.000    0.000    0.088
  110   67 S1  0   7.49  0.0000     0.047    0.000     0.032     0.047    0.000    0.000    0.000   -0.014
  110   68 S1  0   8.43  0.0000     0.002    0.000    -0.055     0.002    0.000    0.000    0.000   -0.056
  110   69 S1  0   7.82  0.0000    -0.012    0.000     0.011    -0.012    0.000    0.000    0.000    0.023
  110   70 S1  0   8.42  0.0000    -0.316    0.000     0.979    -0.316    0.000    0.000    0.000    1.296
  110   71 S1  0   7.60  0.0000    -0.034    0.000    -0.040    -0.034    0.000    0.000    0.000   -0.006
  110   72 S1  0   8.02  0.0000    -0.020    0.000    -0.020    -0.020    0.000    0.000    0.000   -0.000
  110   73 S1  0   7.85  0.0000    -0.017    0.000    -0.014    -0.017    0.000    0.000    0.000    0.002
  110   74 S1  0   7.37  0.0000    -0.044    0.000    -0.009    -0.044    0.000    0.000    0.000    0.035
  110   75 S1  0   7.40  0.0000     0.066    0.000    -0.007     0.066    0.000    0.000    0.000   -0.073
  110   76 S1  0   6.77  0.0000    -0.034    0.000     0.021    -0.034    0.000    0.000    0.000    0.055
  110   77 S1  0   7.77  0.0000     0.055    0.000    -0.019     0.055    0.000    0.000    0.000   -0.074
  110   78 S1  0   8.66  0.0000     0.016    0.000     0.015     0.016    0.000    0.000    0.000   -0.001
  110   79 S1  0   8.66  0.0000     0.027    0.000     0.015     0.027    0.000    0.000    0.000   -0.012
  110   80 S1  0   7.24  0.0000    -0.038    0.000    -0.007    -0.038    0.000    0.000    0.000    0.031
  110   81 S1  0   7.10  0.0000     0.035    0.000     0.060     0.035    0.000    0.000    0.000    0.025
  110   82 S1  0   6.93  0.0000    -0.017    0.000     0.023    -0.017    0.000    0.000    0.000    0.040
  110   83 S1  0   7.42  0.0000     0.017    0.000    -0.012     0.017    0.000    0.000    0.000   -0.028
  110   84 S1  0   5.63  0.0000    -0.073    0.000    -0.005    -0.073    0.000    0.000    0.000    0.068
  110   85 S1  0   5.97  0.0000    -0.012    0.000     0.037    -0.012    0.000    0.000    0.000    0.049
  110   86 S1  0   4.94  0.0000    -0.115    0.000    -0.084    -0.115    0.000    0.000    0.000    0.031
  110   87 S1  0   3.02  0.0000    -3.548    0.000     0.473    -3.548    0.000    0.000    0.000    4.021
  110   88 S1  0   4.31  0.0000     0.135    0.000     0.038     0.135    0.000    0.000    0.000   -0.097
  110   89 S1  0   5.35  0.0000     0.128    0.000     0.015     0.128    0.000    0.000    0.000   -0.113
  110   90 S1  0   4.48  0.0000    -0.079    0.000     0.067    -0.079    0.000    0.000    0.000    0.146
  110   91 S1  0   4.56  0.0000    -0.266    0.000    -0.101    -0.266    0.000    0.000    0.000    0.165
  110   92 S1  0   5.22  0.0000     0.048    0.000    -0.082     0.048    0.000    0.000    0.000   -0.130
  110   93 S1  0   6.37  0.0000     0.042    0.000    -0.021     0.042    0.000    0.000    0.000   -0.063
  110   94 S1  0   6.06  0.0000    -0.081    0.000     0.005    -0.081    0.000    0.000    0.000    0.085
  110   95 S1  0   4.62  0.0000    -0.074    0.000    -0.033    -0.074    0.000    0.000    0.000    0.041
  110   96 S1  0   4.05  0.0000     0.019    0.000     0.097     0.019    0.000    0.000    0.000    0.078
  110   97 S1  0   2.50  0.0000     0.014    0.000     0.388     0.014    0.000    0.000    0.000    0.374
  110   98 S1  0   3.16  0.0000     0.337    0.000     0.067     0.337    0.000    0.000    0.000   -0.270
  110   99 N1  0   1.38  0.0000    -1.327    0.000    -3.749    -0.951   -0.002   -0.000   -0.374   -2.422
  110  100 S1  0   2.49  0.0000     1.054    0.000     4.042     1.054    0.000    0.000    0.000    2.988
  110  101 S1  0   3.11  0.0000    -0.235    0.000    -0.269    -0.235    0.000    0.000    0.000   -0.033
  110  102 N1  0   1.36  0.0000    -0.894   -0.000    -0.474    -0.264   -0.001   -0.000   -0.629    0.419
  110  103 S1  0   2.58  0.0000    -0.152    0.000    -0.343    -0.152    0.000    0.000    0.000   -0.190
  110  104 S1  0   2.99  0.0000     0.282    0.000    -0.270     0.282    0.000    0.000    0.000   -0.552
  110  105 S1  0   3.33  0.0000     0.154    0.000     0.256     0.154    0.000    0.000    0.000    0.102
  110  106 N1  0   1.97  0.0000    -7.095    0.000     2.698    -7.000    0.000   -0.000   -0.095    9.792
  110  107 N1  0   1.82  0.0000    -3.845    0.000     0.497    -3.765   -0.000    0.000   -0.080    4.342
  110  108 N1  0   1.27  0.0000     1.943    0.000     1.077     2.483    0.017   -0.000   -0.556   -0.866
  110  109 N1  0   0.00  0.0000  -392.668   11.710  -383.186   -15.567 -362.325    0.915   -3.980   -2.229
  111    1 S1  0   8.01  0.0000    -0.613    0.000     0.253    -0.613    0.000    0.000    0.000    0.866
  111    2 S1  0   6.72  0.0000     0.055    0.000     0.084     0.055    0.000    0.000    0.000    0.028
  111    3 S1  0   6.73  0.0000    -0.091    0.000    -0.108    -0.091    0.000    0.000    0.000   -0.017
  111    4 S1  0   6.22  0.0000     0.097    0.000     0.152     0.097    0.000    0.000    0.000    0.054
  111    5 S1  0   4.77  0.0000    -0.105    0.000    -0.046    -0.105    0.000    0.000    0.000    0.058
  111    6 S1  0   5.98  0.0000     0.154    0.000     0.170     0.154    0.000    0.000    0.000    0.016
  111    7 S1  0   6.90  0.0000    -0.536    0.000     0.372    -0.536    0.000    0.000    0.000    0.908
  111    8 S1  0   7.04  0.0000    -0.776    0.000     0.277    -0.776    0.000    0.000    0.000    1.054
  111    9 S1  0   6.12  0.0000    -0.141    0.000    -0.095    -0.141    0.000    0.000    0.000    0.046
  111   10 S1  0   6.87  0.0000     0.104    0.000     0.084     0.104    0.000    0.000    0.000   -0.019
  111   11 S1  0   7.94  0.0000    -0.001    0.000    -0.062    -0.001    0.000    0.000    0.000   -0.061
  111   12 S1  0   8.55  0.0000     0.058    0.000    -0.001     0.058    0.000    0.000    0.000   -0.059
  111   13 S1  0   8.89  0.0000    -0.007    0.000    -0.014    -0.007    0.000    0.000    0.000   -0.008
  111   14 S1  0   9.67  0.0000    -0.337    0.000     0.344    -0.337    0.000    0.000    0.000    0.681
  111   15 S1  0  10.29  0.0000     0.006    0.000     0.009     0.006    0.000    0.000    0.000    0.003
  111   16 S1  0  10.94  0.0000     0.020    0.000     0.034     0.020    0.000    0.000    0.000    0.014
  111   17 S1  0  12.12  0.0000     0.001    0.000    -0.003     0.001    0.000    0.000    0.000   -0.004
  111   18 S1  0  12.06  0.0000    -0.024    0.000    -0.026    -0.024    0.000    0.000    0.000   -0.002
  111   19 S1  0  11.36  0.0000     0.001    0.000     0.026     0.001    0.000    0.000    0.000    0.024
  111   20 S1  0  10.29  0.0000    -0.462    0.000     0.287    -0.462    0.000    0.000    0.000    0.749
  111   21 S1  0   9.49  0.0000     0.490    0.000    -0.254     0.490    0.000    0.000    0.000   -0.744
  111   22 S1  0   8.33  0.0000    -0.050    0.000    -0.029    -0.050    0.000    0.000    0.000    0.021
  111   23 S1  0   6.66  0.0000    -0.073    0.000    -0.047    -0.073    0.000    0.000    0.000    0.026
  111   24 S1  0   6.30  0.0000    -0.030    0.000    -0.014    -0.030    0.000    0.000    0.000    0.016
  111   25 S1  0   5.27  0.0000     1.632    0.000     0.517     1.632    0.000    0.000    0.000   -1.114
  111   26 S1  0   3.87  0.0000    -0.390    0.000    -0.328    -0.390    0.000    0.000    0.000    0.062
  111   27 S1  0   3.95  0.0000    -0.114    0.000    -0.198    -0.114    0.000    0.000    0.000   -0.083
  111   28 S1  0   3.95  0.0000     0.498    0.000     0.176     0.498    0.000    0.000    0.000   -0.322
  111   29 S1  0   4.82  0.0000     1.767    0.000     0.244     1.767    0.000    0.000    0.000   -1.523
  111   30 S1  0   5.31  0.0000     1.103    0.000    -0.292     1.103    0.000    0.000    0.000   -1.395
  111   31 S1  0   6.52  0.0000     0.083    0.000     0.022     0.083    0.000    0.000    0.000   -0.061
  111   32 S1  0   7.30  0.0000     0.012    0.000    -0.011     0.012    0.000    0.000    0.000   -0.023
  111   33 S1  0   8.05  0.0000     0.075    0.000     0.037     0.075    0.000    0.000    0.000   -0.038
  111   34 S1  0   9.07  0.0000     0.512    0.000    -0.351     0.512    0.000    0.000    0.000   -0.863
  111   35 S1  0   9.92  0.0000     0.392    0.000    -0.278     0.392    0.000    0.000    0.000   -0.670
  111   36 S1  0   9.94  0.0000     0.015    0.000    -0.011     0.015    0.000    0.000    0.000   -0.027
  111   37 S1  0  11.63  0.0000     0.026    0.000     0.022     0.026    0.000    0.000    0.000   -0.004
  111   38 S1  0  10.77  0.0000    -0.010    0.000    -0.008    -0.010    0.000    0.000    0.000    0.002
  111   39 S1  0  12.06  0.0000     0.014    0.000     0.019     0.014    0.000    0.000    0.000    0.004
  111   40 S1  0  12.68  0.0000     0.017    0.000     0.011     0.017    0.000    0.000    0.000   -0.006
  111   41 S1  0  12.55  0.0000    -0.253    0.000     0.430    -0.253    0.000    0.000    0.000    0.683
  111   42 S1  0  11.50  0.0000    -0.002    0.000    -0.003    -0.002    0.000    0.000    0.000   -0.002
  111   43 S1  0  10.58  0.0000    -0.353    0.000     0.474    -0.353    0.000    0.000    0.000    0.827
  111   44 S1  0  10.91  0.0000     0.027    0.000     0.037     0.027    0.000    0.000    0.000    0.010
  111   45 S1  0   8.33  0.0000    -0.576    0.000     0.469    -0.576    0.000    0.000    0.000    1.045
  111   46 S1  0   9.07  0.0000    -0.016    0.000     0.025    -0.016    0.000    0.000    0.000    0.042
  111   47 S1  0   7.70  0.0000    -0.053    0.000    -0.051    -0.053    0.000    0.000    0.000    0.002
  111   48 S1  0   7.16  0.0000    -0.044    0.000     0.013    -0.044    0.000    0.000    0.000    0.057
  111   49 S1  0   6.51  0.0000    -0.052    0.000    -0.020    -0.052    0.000    0.000    0.000    0.032
  111   50 S1  0   5.64  0.0000    -0.085    0.000    -0.117    -0.085    0.000    0.000    0.000   -0.032
  111   51 S1  0   6.22  0.0000     0.070    0.000    -0.023     0.070    0.000    0.000    0.000   -0.093
  111   52 S1  0   7.52  0.0000    -0.007    0.000    -0.016    -0.007    0.000    0.000    0.000   -0.009
  111   53 S1  0   7.43  0.0000     0.048    0.000     0.063     0.048    0.000    0.000    0.000    0.014
  111   54 S1  0   8.43  0.0000    -0.020    0.000    -0.046    -0.020    0.000    0.000    0.000   -0.026
  111   55 S1  0   9.17  0.0000    -0.254    0.000     0.476    -0.254    0.000    0.000    0.000    0.730
  111   56 S1  0   9.04  0.0000    -0.022    0.000    -0.022    -0.022    0.000    0.000    0.000   -0.000
  111   57 S1  0   9.79  0.0000    -0.346    0.000     0.263    -0.346    0.000    0.000    0.000    0.610
  111   58 S1  0   9.36  0.0000    -0.002    0.000    -0.028    -0.002    0.000    0.000    0.000   -0.026
  111   59 S1  0   9.91  0.0000    -0.004    0.000    -0.006    -0.004    0.000    0.000    0.000   -0.002
  111   60 S1  0   9.97  0.0000     0.471    0.000    -0.297     0.471    0.000    0.000    0.000   -0.769
  111   61 S1  0  10.02  0.0000    -0.010    0.000     0.008    -0.010    0.000    0.000    0.000    0.018
  111   62 S1  0  10.24  0.0000    -0.024    0.000    -0.048    -0.024    0.000    0.000    0.000   -0.024
  111   63 S1  0  10.16  0.0000     0.035    0.000     0.027     0.035    0.000    0.000    0.000   -0.009
  111   64 S1  0   9.14  0.0000    -0.034    0.000    -0.029    -0.034    0.000    0.000    0.000    0.005
  111   65 S1  0   9.70  0.0000     0.427    0.000    -0.316     0.427    0.000    0.000    0.000   -0.744
  111   66 S1  0   8.02  0.0000    -0.060    0.000    -0.022    -0.060    0.000    0.000    0.000    0.038
  111   67 S1  0   8.12  0.0000     0.003    0.000     0.005     0.003    0.000    0.000    0.000    0.002
  111   68 S1  0   9.08  0.0000     0.042    0.000     0.019     0.042    0.000    0.000    0.000   -0.022
  111   69 S1  0   8.52  0.0000    -0.041    0.000    -0.078    -0.041    0.000    0.000    0.000   -0.037
  111   70 S1  0   9.14  0.0000    -0.336    0.000     0.446    -0.336    0.000    0.000    0.000    0.782
  111   71 S1  0   8.56  0.0000    -0.029    0.000    -0.061    -0.029    0.000    0.000    0.000   -0.032
  111   72 S1  0   8.96  0.0000     0.012    0.000     0.016     0.012    0.000    0.000    0.000    0.004
  111   73 S1  0   8.97  0.0000    -0.015    0.000    -0.017    -0.015    0.000    0.000    0.000   -0.003
  111   74 S1  0   8.58  0.0000    -0.023    0.000    -0.001    -0.023    0.000    0.000    0.000    0.021
  111   75 S1  0   8.60  0.0000     0.034    0.000     0.001     0.034    0.000    0.000    0.000   -0.034
  111   76 S1  0   7.99  0.0000    -0.041    0.000    -0.012    -0.041    0.000    0.000    0.000    0.029
  111   77 S1  0   8.96  0.0000     0.054    0.000     0.023     0.054    0.000    0.000    0.000   -0.030
  111   78 S1  0   9.81  0.0000    -0.006    0.000    -0.006    -0.006    0.000    0.000    0.000    0.000
  111   79 S1  0   9.73  0.0000     0.026    0.000     0.047     0.026    0.000    0.000    0.000    0.021
  111   80 S1  0   8.26  0.0000    -0.043    0.000    -0.068    -0.043    0.000    0.000    0.000   -0.025
  111   81 S1  0   7.95  0.0000    -0.028    0.000    -0.005    -0.028    0.000    0.000    0.000    0.023
  111   82 S1  0   7.73  0.0000    -0.048    0.000    -0.074    -0.048    0.000    0.000    0.000   -0.026
  111   83 S1  0   8.35  0.0000     0.036    0.000     0.048     0.036    0.000    0.000    0.000    0.011
  111   84 S1  0   6.66  0.0000    -0.076    0.000    -0.077    -0.076    0.000    0.000    0.000   -0.001
  111   85 S1  0   6.94  0.0000    -0.035    0.000    -0.017    -0.035    0.000    0.000    0.000    0.018
  111   86 S1  0   6.00  0.0000    -0.027    0.000    -0.021    -0.027    0.000    0.000    0.000    0.006
  111   87 S1  0   4.14  0.0000    -2.286    0.000    -0.588    -2.286    0.000    0.000    0.000    1.698
  111   88 S1  0   5.39  0.0000     0.220    0.000     0.259     0.220    0.000    0.000    0.000    0.039
  111   89 S1  0   6.47  0.0000     0.023    0.000    -0.035     0.023    0.000    0.000    0.000   -0.058
  111   90 S1  0   5.36  0.0000    -0.157    0.000    -0.111    -0.157    0.000    0.000    0.000    0.045
  111   91 S1  0   5.50  0.0000    -0.102    0.000    -0.053    -0.102    0.000    0.000    0.000    0.049
  111   92 S1  0   6.09  0.0000     0.074    0.000     0.021     0.074    0.000    0.000    0.000   -0.054
  111   93 S1  0   7.12  0.0000    -0.029    0.000    -0.103    -0.029    0.000    0.000    0.000   -0.073
  111   94 S1  0   6.73  0.0000    -0.035    0.000    -0.014    -0.035    0.000    0.000    0.000    0.021
  111   95 S1  0   5.24  0.0000    -0.106    0.000    -0.150    -0.106    0.000    0.000    0.000   -0.043
  111   96 S1  0   4.80  0.0000    -0.054    0.000    -0.061    -0.054    0.000    0.000    0.000   -0.007
  111   97 S1  0   3.18  0.0000    -0.410    0.000    -0.306    -0.410    0.000    0.000    0.000    0.104
  111   98 S1  0   3.98  0.0000     0.178    0.000     0.094     0.178    0.000    0.000    0.000   -0.083
  111   99 S1  0   2.43  0.0000     0.834    0.000    -0.573     0.834    0.000    0.000    0.000   -1.407
  111  100 S1  0   3.26  0.0000    -0.659    0.000     0.908    -0.659    0.000    0.000    0.000    1.568
  111  101 S1  0   3.88  0.0000    -0.121    0.000    -0.164    -0.121    0.000    0.000    0.000   -0.043
  111  102 S1  0   2.25  0.0000    -0.608    0.000    -0.611    -0.608    0.000    0.000    0.000   -0.003
  111  103 S1  0   3.30  0.0000     0.384    0.000     0.464     0.384    0.000    0.000    0.000    0.080
  111  104 S1  0   3.67  0.0000     0.130    0.000    -0.026     0.130    0.000    0.000    0.000   -0.156
  111  105 S1  0   4.18  0.0000     0.257    0.000     0.362     0.257    0.000    0.000    0.000    0.105
  111  106 S1  0   2.89  0.0000    -2.224    0.000     1.085    -2.224    0.000    0.000    0.000    3.309
  111  107 S1  0   3.09  0.0000    -1.938    0.000     0.214    -1.938    0.000    0.000    0.000    2.152
  111  108 S1  0   2.20  0.0000    -0.210    0.000    -0.443    -0.210    0.000    0.000    0.000   -0.233
  111  109 N1  0   1.26  0.0000    -0.523    0.000    -0.095    -0.106    0.020   -0.000   -0.437    0.427
